narration_id,stop_frame,narration,all_nouns,all_noun_classes
P02_112_0,P02_112_173.jpg,open drawer,drawer,8
P02_112_1,P02_112_294.jpg,pick up spoon,spoon,1
P02_112_10,P02_112_1180.jpg,close cupboard,cupboard,3
P02_112_100,P02_112_17778.jpg,pick up plate,plate,2
P02_112_101,P02_112_17973.jpg,put down plate,plate,2
P02_112_103,P02_112_18147.jpg,put down lid,lid,6
P02_112_105,P02_112_18270.jpg,pour oil from bottle onto plate,plate,2
P02_112_108,P02_112_18741.jpg,get some oil from plate,plate,2
P02_112_110,P02_112_19726.jpg,knead dough,dough,25
P02_112_113,P02_112_21437.jpg,move plate,plate,2
P02_112_116,P02_112_22292.jpg,knead dough,dough,25
P02_112_119,P02_112_23044.jpg,squeeze dough,dough,25
P02_112_120,P02_112_23384.jpg,knead dough,dough,25
P02_112_121,P02_112_23691.jpg,get some oil from plate,plate,2
P02_112_122,P02_112_23729.jpg,oil hand,hand,11
P02_112_123,P02_112_24231.jpg,knead dough,dough,25
P02_112_126,P02_112_25203.jpg,squeeze dough,dough,25
P02_112_127,P02_112_25318.jpg,get some oil from plate,plate,2
P02_112_128,P02_112_25362.jpg,oil hand,hand,11
P02_112_129,P02_112_25823.jpg,knead dough,dough,25
P02_112_13,P02_112_1430.jpg,put down lid,lid,6
P02_112_132,P02_112_26813.jpg,squeeze dough,dough,25
P02_112_133,P02_112_26984.jpg,move plate,plate,2
P02_112_134,P02_112_27432.jpg,get some oil from plate,plate,2
P02_112_135,P02_112_27449.jpg,oil hand,hand,11
P02_112_136,P02_112_27941.jpg,knead dough,dough,25
P02_112_139,P02_112_28806.jpg,squeeze dough,dough,25
P02_112_14,P02_112_1818.jpg,stir sauce in jar using spoon,spoon,1
P02_112_140,P02_112_28892.jpg,get some oil from plate,plate,2
P02_112_141,P02_112_28940.jpg,oil hand,hand,11
P02_112_142,P02_112_29380.jpg,knead dough,dough,25
P02_112_149,P02_112_30435.jpg,squeeze dough,dough,25
P02_112_150,P02_112_30520.jpg,get some oil from plate,plate,2
P02_112_151,P02_112_30559.jpg,oil hand,hand,11
P02_112_152,P02_112_30999.jpg,knead dough,dough,25
P02_112_155,P02_112_31772.jpg,squeeze dough,dough,25
P02_112_156,P02_112_31872.jpg,get some oil from plate,plate,2
P02_112_157,P02_112_31906.jpg,oil hand,hand,11
P02_112_158,P02_112_32199.jpg,knead dough,dough,25
P02_112_16,P02_112_2283.jpg,pour tahini sauce from spoon into pan,spoon,1
P02_112_16,P02_112_2283.jpg,pour tahini sauce from spoon into pan,pan,5
P02_112_160,P02_112_33042.jpg,knead dough,dough,25
P02_112_163,P02_112_33482.jpg,squeeze dough,dough,25
P02_112_164,P02_112_33580.jpg,get oil from plate,plate,2
P02_112_165,P02_112_33605.jpg,oil hand,hand,11
P02_112_166,P02_112_33987.jpg,knead dough,dough,25
P02_112_17,P02_112_2353.jpg,pick up lid,lid,6
P02_112_170,P02_112_35123.jpg,squeeze dough,dough,25
P02_112_172,P02_112_35229.jpg,oil hand,hand,11
P02_112_173,P02_112_35531.jpg,knead dough,dough,25
P02_112_176,P02_112_36155.jpg,squeeze dough,dough,25
P02_112_177,P02_112_36250.jpg,get some oil from plate,plate,2
P02_112_178,P02_112_36292.jpg,oil hand,hand,11
P02_112_179,P02_112_36751.jpg,knead dough,dough,25
P02_112_182,P02_112_37631.jpg,squeeze dough,dough,25
P02_112_183,P02_112_37744.jpg,get some oil from plate,plate,2
P02_112_184,P02_112_37775.jpg,oil hand,hand,11
P02_112_185,P02_112_38177.jpg,knead dough,dough,25
P02_112_188,P02_112_38934.jpg,squeeze dough,dough,25
P02_112_189,P02_112_39034.jpg,get some oil from plate,plate,2
P02_112_190,P02_112_39062.jpg,oil hand,hand,11
P02_112_191,P02_112_39505.jpg,knead dough,dough,25
P02_112_194,P02_112_40384.jpg,squeeze dough,dough,25
P02_112_196,P02_112_40635.jpg,oil hand,hand,11
P02_112_197,P02_112_41015.jpg,knead dough,dough,25
P02_112_2,P02_112_355.jpg,close drawer,drawer,8
P02_112_20,P02_112_2713.jpg,open drawer,drawer,8
P02_112_200,P02_112_42097.jpg,squeeze dough,dough,25
P02_112_201,P02_112_42264.jpg,get some oil from plate,plate,2
P02_112_202,P02_112_42289.jpg,oil hand,hand,11
