narration_id,stop_frame,narration,all_nouns,all_noun_classes
P04_121_102,P04_121_18486.jpg,turn off tap,tap,0
P04_121_109,P04_121_19254.jpg,lift lid off rice cooker,lid,6
P04_121_11,P04_121_1734.jpg,pick up knife,knife,4
P04_121_12,P04_121_1797.jpg,unsheathe knife,knife,4
P04_121_127,P04_121_20312.jpg,pick up spoons,spoon,1
P04_121_128,P04_121_20378.jpg,pick up spoon,spoon,1
P04_121_13,P04_121_2020.jpg,cut cheese with knife,knife,4
P04_121_130,P04_121_20512.jpg,put spoons in dishwasher,spoon,1
P04_121_132,P04_121_20723.jpg,open drawer,drawer,8
P04_121_133,P04_121_20757.jpg,close drawer,drawer,8
P04_121_134,P04_121_20804.jpg,open drawer,drawer,8
P04_121_135,P04_121_20854.jpg,pick up spoon,spoon,1
P04_121_136,P04_121_20884.jpg,close drawer,drawer,8
P04_121_14,P04_121_2401.jpg,slice cheese with knife,knife,4
P04_121_146,P04_121_21794.jpg,move glass,glass,10
P04_121_15,P04_121_2663.jpg,push spatula off pan,spatula,20
P04_121_15,P04_121_2663.jpg,push spatula off pan,pan,5
P04_121_16,P04_121_2707.jpg,slice cheese with knife,knife,4
P04_121_163,P04_121_23097.jpg,screw lid on water bottle,lid,6
P04_121_168,P04_121_23364.jpg,turn on tap,tap,0
P04_121_17,P04_121_6208.jpg,slice cheese lengthways with knife,knife,4
P04_121_172,P04_121_23602.jpg,pick up sponge,sponge,9
P04_121_173,P04_121_23660.jpg,rinse out sponge under water,sponge,9
P04_121_175,P04_121_23725.jpg,wash mug with sponge,sponge,9
P04_121_176,P04_121_23793.jpg,wipe sink with sponge,sponge,9
P04_121_177,P04_121_23832.jpg,rinse sponge under water,sponge,9
P04_121_178,P04_121_24023.jpg,wash mug with sponge,sponge,9
P04_121_179,P04_121_24186.jpg,drop sponge into sink,sponge,9
P04_121_18,P04_121_6416.jpg,pick up spatula,spatula,20
P04_121_180,P04_121_24368.jpg,rinse mug under tap,tap,0
P04_121_181,P04_121_24581.jpg,turn off tap,tap,0
P04_121_185,P04_121_25261.jpg,pick up spatula,spatula,20
P04_121_186,P04_121_25457.jpg,stir cheese curds in pan with spatula,pan,5
P04_121_186,P04_121_25457.jpg,stir cheese curds in pan with spatula,spatula,20
P04_121_187,P04_121_25603.jpg,put down spatula,spatula,20
P04_121_19,P04_121_7029.jpg,cut cheese with spatula,spatula,20
P04_121_191,P04_121_26190.jpg,open cupboard,cupboard,3
P04_121_192,P04_121_26299.jpg,open cupboard,cupboard,3
P04_121_193,P04_121_26376.jpg,close cupboard,cupboard,3
P04_121_194,P04_121_26645.jpg,open fridge,fridge,12
P04_121_195,P04_121_26850.jpg,close fridge,fridge,12
P04_121_199,P04_121_27110.jpg,pick up bowl,bowl,7
P04_121_2,P04_121_378.jpg,pick up spatula,spatula,20
P04_121_20,P04_121_7783.jpg,scoop cheese curds with spatula,spatula,20
P04_121_203,P04_121_27304.jpg,put bowl in sink,bowl,7
P04_121_204,P04_121_27456.jpg,pull dough away from bowl,dough,25
P04_121_204,P04_121_27456.jpg,pull dough away from bowl,bowl,7
P04_121_205,P04_121_27577.jpg,squeeze dough into ball,dough,25
P04_121_209,P04_121_27706.jpg,turn on tap,tap,0
P04_121_21,P04_121_7878.jpg,hold cheese curds with knife,knife,4
P04_121_211,P04_121_27814.jpg,squirt washing up liquid into bowl,bowl,7
P04_121_216,P04_121_28258.jpg,pick up spatula,spatula,20
P04_121_217,P04_121_28972.jpg,stir cheese curds in pan with spatula,pan,5
P04_121_217,P04_121_28972.jpg,stir cheese curds in pan with spatula,spatula,20
P04_121_218,P04_121_29689.jpg,put down spatula,spatula,20
P04_121_220,P04_121_29844.jpg,turn off tap,tap,0
P04_121_221,P04_121_29886.jpg,pick up bowl,bowl,7
P04_121_222,P04_121_29914.jpg,tip water out of bowl,bowl,7
P04_121_223,P04_121_30163.jpg,turn on tap,tap,0
P04_121_224,P04_121_30257.jpg,put down bowl,bowl,7
P04_121_225,P04_121_30260.jpg,pick up sponge,sponge,9
P04_121_226,P04_121_30338.jpg,put down sponge,sponge,9
P04_121_228,P04_121_30450.jpg,turn off tap,tap,0
P04_121_229,P04_121_30511.jpg,turn on tap,tap,0
P04_121_23,P04_121_8045.jpg,wipe spatula on side of pan,spatula,20
P04_121_230,P04_121_30610.jpg,tip water out of bowl,bowl,7
P04_121_231,P04_121_30732.jpg,scour bowl,bowl,7
P04_121_232,P04_121_30792.jpg,rinse scourer under tap,tap,0
P04_121_233,P04_121_30885.jpg,scour bowl,bowl,7
P04_121_234,P04_121_30986.jpg,move bowl to under tap,bowl,7
P04_121_234,P04_121_30986.jpg,move bowl to under tap,tap,0
P04_121_235,P04_121_31546.jpg,move bowl away from tap,bowl,7
