narration_id,stop_frame,narration,all_nouns,all_noun_classes
P04_107_0,P04_107_25.jpg,move pan,pan,5
P04_107_10,P04_107_1072.jpg,put dough in bowl,dough,25
P04_107_10,P04_107_1072.jpg,put dough in bowl,bowl,7
P04_107_101,P04_107_12834.jpg,close drawer,drawer,8
P04_107_103,P04_107_12917.jpg,close drawer,drawer,8
P04_107_105,P04_107_13116.jpg,put dough on baking tray,dough,25
P04_107_107,P04_107_13188.jpg,put dough on baking tray,dough,25
P04_107_11,P04_107_1198.jpg,stretch out dough,dough,25
P04_107_112,P04_107_13358.jpg,rub dough ball in hand,hand,11
P04_107_113,P04_107_13480.jpg,squeeze dough,dough,25
P04_107_115,P04_107_14251.jpg,open drawer,drawer,8
P04_107_118,P04_107_14613.jpg,open cupboard,cupboard,3
P04_107_12,P04_107_1502.jpg,roll dough into sausage shape,dough,25
P04_107_126,P04_107_15048.jpg,open drawer,drawer,8
P04_107_129,P04_107_15307.jpg,open drawer,drawer,8
P04_107_13,P04_107_1646.jpg,squeeze dough,dough,25
P04_107_132,P04_107_15510.jpg,move knife,knife,4
P04_107_133,P04_107_15587.jpg,roll dough,dough,25
P04_107_134,P04_107_15671.jpg,turn dough,dough,25
P04_107_135,P04_107_15734.jpg,roll dough,dough,25
P04_107_136,P04_107_15821.jpg,turn dough,dough,25
P04_107_137,P04_107_15979.jpg,roll dough,dough,25
P04_107_138,P04_107_16103.jpg,flip dough,dough,25
P04_107_139,P04_107_16277.jpg,roll dough,dough,25
P04_107_14,P04_107_1939.jpg,pick up knife,knife,4
P04_107_140,P04_107_16462.jpg,pick up dough,dough,25
P04_107_141,P04_107_16497.jpg,put down dough,dough,25
P04_107_142,P04_107_16622.jpg,roll dough,dough,25
P04_107_143,P04_107_16809.jpg,pick up dough,dough,25
P04_107_144,P04_107_16907.jpg,put down dough,dough,25
P04_107_145,P04_107_17027.jpg,roll dough,dough,25
P04_107_147,P04_107_17310.jpg,brush oil onto dough,dough,25
P04_107_15,P04_107_2219.jpg,cut dough into chunks,dough,25
P04_107_152,P04_107_17593.jpg,put chopstick on dough,dough,25
P04_107_153,P04_107_17661.jpg,fold dough over chopstick,dough,25
P04_107_154,P04_107_17727.jpg,press dough,dough,25
