narration_id,stop_frame,narration,all_nouns,all_noun_classes
P22_117_0,P22_117_119.jpg,open drawer,drawer,8
P22_117_1,P22_117_196.jpg,pick up pan,pan,5
P22_117_100,P22_117_10904.jpg,rinse container,container,21
P22_117_101,P22_117_10965.jpg,put down container,container,21
P22_117_102,P22_117_11339.jpg,pick up lid,lid,6
P22_117_103,P22_117_11470.jpg,rinse lid,lid,6
P22_117_104,P22_117_11643.jpg,put down lid,lid,6
P22_117_105,P22_117_11723.jpg,pick up lid,lid,6
P22_117_106,P22_117_11847.jpg,rinse lid,lid,6
P22_117_107,P22_117_11897.jpg,move container,container,21
P22_117_108,P22_117_12017.jpg,put down lid,lid,6
P22_117_109,P22_117_11955.jpg,pick up container,container,21
P22_117_110,P22_117_12089.jpg,rinse container,container,21
P22_117_111,P22_117_12237.jpg,put down container,container,21
P22_117_115,P22_117_12596.jpg,turn off tap,tap,0
P22_117_116,P22_117_12670.jpg,pick up cloth,cloth,17
P22_117_117,P22_117_12762.jpg,dry hands,hand,11
P22_117_118,P22_117_12867.jpg,put down cloth,cloth,17
P22_117_119,P22_117_12928.jpg,open drawer,drawer,8
P22_117_122,P22_117_13233.jpg,open cupboard,cupboard,3
P22_117_123,P22_117_13292.jpg,open fridge,fridge,12
P22_117_124,P22_117_13367.jpg,open drawer,drawer,8
P22_117_126,P22_117_13565.jpg,close drawer,drawer,8
P22_117_127,P22_117_13675.jpg,close fridge,fridge,12
P22_117_128,P22_117_13724.jpg,close cupboard,cupboard,3
P22_117_129,P22_117_13889.jpg,turn on tap,tap,0
P22_117_131,P22_117_14118.jpg,turn off tap,tap,0
P22_117_133,P22_117_14273.jpg,pick up knife,knife,4
P22_117_135,P22_117_14564.jpg,put down knife,knife,4
P22_117_136,P22_117_14615.jpg,open drawer,drawer,8
P22_117_139,P22_117_15203.jpg,close drawer,drawer,8
P22_117_14,P22_117_1181.jpg,pick up bowl,bowl,7
P22_117_142,P22_117_17503.jpg,turn on tap,tap,0
P22_117_144,P22_117_17700.jpg,turn off tap,tap,0
P22_117_15,P22_117_1247.jpg,put down bowl,bowl,7
P22_117_155,P22_117_18863.jpg,turn on tap,tap,0
P22_117_156,P22_117_18916.jpg,rinse hands,hand,11
P22_117_157,P22_117_18967.jpg,turn off tap,tap,0
P22_117_158,P22_117_18990.jpg,shake hands,hand,11
P22_117_159,P22_117_19022.jpg,pick up cloth,cloth,17
P22_117_16,P22_117_1324.jpg,pick up spatula,spatula,20
P22_117_160,P22_117_19088.jpg,dry hands,hand,11
P22_117_161,P22_117_19157.jpg,put down cloth,cloth,17
P22_117_164,P22_117_19262.jpg,pick up knife,knife,4
P22_117_166,P22_117_21148.jpg,put down knife,knife,4
P22_117_168,P22_117_21329.jpg,turn on tap,tap,0
P22_117_17,P22_117_1371.jpg,open drawer,drawer,8
P22_117_170,P22_117_21407.jpg,turn off tap,tap,0
P22_117_175,P22_117_21684.jpg,pick up knife,knife,4
P22_117_18,P22_117_1404.jpg,put down spatula,spatula,20
P22_117_189,P22_117_23650.jpg,put down knife,knife,4
P22_117_190,P22_117_23690.jpg,turn on tap,tap,0
P22_117_191,P22_117_23720.jpg,rinse hands,hand,11
P22_117_192,P22_117_23752.jpg,turn off tap,tap,0
P22_117_193,P22_117_23777.jpg,shake hands,hand,11
P22_117_194,P22_117_23826.jpg,pick up cloth,cloth,17
P22_117_195,P22_117_23856.jpg,dry hands,hand,11
P22_117_196,P22_117_23927.jpg,put down cloth,cloth,17
P22_117_197,P22_117_24007.jpg,open drawer,drawer,8
P22_117_198,P22_117_24099.jpg,move pans,pan,5
P22_117_199,P22_117_24565.jpg,pick up pan,pan,5
P22_117_2,P22_117_269.jpg,put down pan,pan,5
P22_117_200,P22_117_24659.jpg,close drawer,drawer,8
P22_117_202,P22_117_24857.jpg,put down pan,pan,5
P22_117_213,P22_117_26565.jpg,put down knife,knife,4
P22_117_217,P22_117_26837.jpg,pick up onion,onion,16
P22_117_218,P22_117_27136.jpg,unwrap onion,onion,16
P22_117_219,P22_117_27103.jpg,put down onion,onion,16
P22_117_220,P22_117_27268.jpg,cut onion,onion,16
P22_117_221,P22_117_27409.jpg,put down knife,knife,4
P22_117_222,P22_117_27550.jpg,pick up knife,knife,4
P22_117_223,P22_117_27813.jpg,cut onion,onion,16
P22_117_224,P22_117_28066.jpg,put down knife,knife,4
P22_117_225,P22_117_28175.jpg,pick up onion,onion,16
P22_117_226,P22_117_28319.jpg,put down onion,onion,16
P22_117_227,P22_117_28404.jpg,pick up knife,knife,4
P22_117_228,P22_117_28430.jpg,pick up onion,onion,16
