narration_id,stop_frame,narration,all_nouns,all_noun_classes
P02_129_1,280,put down lid,lid,6
P02_129_103,11155,pour water from kettle into pan,pan,5
P02_129_106,11736,pick up lid,lid,6
P02_129_107,11795,cover pan using lid,pan,5
P02_129_107,11795,cover pan using lid,lid,6
P02_129_109,12062,open cupboard,cupboard,3
P02_129_110,12156,put spaghetti bag in cupboard,cupboard,3
P02_129_112,12315,put olive oil in cupboard,cupboard,3
P02_129_114,12465,put vegetable oil bottle in cupboard,cupboard,3
P02_129_116,12726,put spice jar in cupboard,cupboard,3
P02_129_118,12974,put spice jar in cupboard,cupboard,3
P02_129_12,1170,pick up pan from drainer,pan,5
P02_129_120,13288,put flour bag in cupboard,cupboard,3
P02_129_121,13487,close cupboard,cupboard,3
P02_129_122,13664,lift lid,lid,6
P02_129_123,13738,cover lid,lid,6
P02_129_124,13963,pick up plates from drainer,plate,2
P02_129_125,14091,open cupboard,cupboard,3
P02_129_126,14164,put plates in cupboard,plate,2
P02_129_126,14164,put plates in cupboard,cupboard,3
P02_129_128,14470,open fridge,fridge,12
P02_129_129,14537,put tomato box in fridge,fridge,12
P02_129_13,1306,put pan on hob,pan,5
P02_129_130,14595,close fridge,fridge,12
P02_129_135,15022,adjust lid,lid,6
P02_129_136,15093,pick up pan,pan,5
P02_129_137,15148,open cupboard,cupboard,3
P02_129_138,15319,put pan in cupboard,pan,5
P02_129_138,15319,put pan in cupboard,cupboard,3
P02_129_139,15501,close cupboard,cupboard,3
P02_129_14,1391,move pan,pan,5
P02_129_140,15751,open fridge,fridge,12
P02_129_142,15872,close fridge,fridge,12
P02_129_145,16105,open drawer,drawer,8
P02_129_146,16157,pick up spoon,spoon,1
P02_129_149,16516,put down lid,lid,6
P02_129_15,1473,open cupboard,cupboard,3
P02_129_154,16997,put down spoon,spoon,1
P02_129_156,17115,put down lid,lid,6
P02_129_157,17144,pick up spoon,spoon,1
P02_129_158,17196,scoop pesto sauce from jar using spoon,spoon,1
P02_129_159,17283,pour pesto sauce from spoon into pan,spoon,1
P02_129_159,17283,pour pesto sauce from spoon into pan,pan,5
P02_129_160,17564,stir sauce in pan,pan,5
P02_129_161,17816,put down spoon,spoon,1
P02_129_162,17861,pick up lid,lid,6
P02_129_164,18111,open fridge,fridge,12
P02_129_165,18130,put pesto sauce jar in fridge,fridge,12
P02_129_166,18253,close fridge,fridge,12
P02_129_167,18403,open tap,tap,0
P02_129_168,18465,rinse hand,hand,11
P02_129_169,18540,close tap,tap,0
P02_129_17,1637,close cupboard,cupboard,3
P02_129_170,18580,dry hands using towel,hand,11
P02_129_171,18648,pick up spoon,spoon,1
P02_129_172,18956,stir sauce in pan,pan,5
P02_129_173,19229,put down spoon,spoon,1
P02_129_176,19486,open cupboard,cupboard,3
P02_129_177,19611,put cake mould in cupboard,cupboard,3
P02_129_178,19738,close cupboard,cupboard,3
P02_129_179,19873,pick up glasses from drainer,glass,10
P02_129_180,19952,open cupboard,cupboard,3
P02_129_181,20000,put glasses in cupboard,glass,10
P02_129_181,20000,put glasses in cupboard,cupboard,3
P02_129_182,20080,pick up glass from drainer,glass,10
