narration_id,stop_frame,narration,all_nouns,all_noun_classes
P02_112_0,173,open drawer,drawer,8
P02_112_1,294,pick up spoon,spoon,1
P02_112_10,1180,close cupboard,cupboard,3
P02_112_100,17778,pick up plate,plate,2
P02_112_101,17973,put down plate,plate,2
P02_112_103,18147,put down lid,lid,6
P02_112_105,18270,pour oil from bottle onto plate,plate,2
P02_112_108,18741,get some oil from plate,plate,2
P02_112_110,19726,knead dough,dough,25
P02_112_113,21437,move plate,plate,2
P02_112_116,22292,knead dough,dough,25
P02_112_119,23044,squeeze dough,dough,25
P02_112_120,23384,knead dough,dough,25
P02_112_121,23691,get some oil from plate,plate,2
P02_112_122,23729,oil hand,hand,11
P02_112_123,24231,knead dough,dough,25
P02_112_126,25203,squeeze dough,dough,25
P02_112_127,25318,get some oil from plate,plate,2
P02_112_128,25362,oil hand,hand,11
P02_112_129,25823,knead dough,dough,25
P02_112_13,1430,put down lid,lid,6
P02_112_132,26813,squeeze dough,dough,25
P02_112_133,26984,move plate,plate,2
P02_112_134,27432,get some oil from plate,plate,2
P02_112_135,27449,oil hand,hand,11
P02_112_136,27941,knead dough,dough,25
P02_112_139,28806,squeeze dough,dough,25
P02_112_14,1818,stir sauce in jar using spoon,spoon,1
P02_112_140,28892,get some oil from plate,plate,2
P02_112_141,28940,oil hand,hand,11
P02_112_142,29380,knead dough,dough,25
P02_112_149,30435,squeeze dough,dough,25
P02_112_150,30520,get some oil from plate,plate,2
P02_112_151,30559,oil hand,hand,11
P02_112_152,30999,knead dough,dough,25
P02_112_155,31772,squeeze dough,dough,25
P02_112_156,31872,get some oil from plate,plate,2
P02_112_157,31906,oil hand,hand,11
P02_112_158,32199,knead dough,dough,25
P02_112_16,2283,pour tahini sauce from spoon into pan,spoon,1
P02_112_16,2283,pour tahini sauce from spoon into pan,pan,5
P02_112_160,33042,knead dough,dough,25
P02_112_163,33482,squeeze dough,dough,25
P02_112_164,33580,get oil from plate,plate,2
P02_112_165,33605,oil hand,hand,11
P02_112_166,33987,knead dough,dough,25
P02_112_17,2353,pick up lid,lid,6
P02_112_170,35123,squeeze dough,dough,25
P02_112_172,35229,oil hand,hand,11
P02_112_173,35531,knead dough,dough,25
P02_112_176,36155,squeeze dough,dough,25
P02_112_177,36250,get some oil from plate,plate,2
P02_112_178,36292,oil hand,hand,11
P02_112_179,36751,knead dough,dough,25
P02_112_182,37631,squeeze dough,dough,25
P02_112_183,37744,get some oil from plate,plate,2
P02_112_184,37775,oil hand,hand,11
P02_112_185,38177,knead dough,dough,25
P02_112_188,38934,squeeze dough,dough,25
P02_112_189,39034,get some oil from plate,plate,2
P02_112_190,39062,oil hand,hand,11
P02_112_191,39505,knead dough,dough,25
P02_112_194,40384,squeeze dough,dough,25
P02_112_196,40635,oil hand,hand,11
P02_112_197,41015,knead dough,dough,25
P02_112_2,355,close drawer,drawer,8
P02_112_20,2713,open drawer,drawer,8
P02_112_200,42097,squeeze dough,dough,25
P02_112_201,42264,get some oil from plate,plate,2
P02_112_202,42289,oil hand,hand,11
P02_112_203,42766,knead dough,dough,25
P02_112_207,43912,oil hand,hand,11
P02_112_208,44173,knead dough,dough,25
P02_112_21,2765,pick up spoon,spoon,1
P02_112_210,44685,place dough on tray,dough,25
P02_112_211,44907,pick up remaining dough from bowl,bowl,7
P02_112_212,45081,oil hand,hand,11
P02_112_213,45446,knead,hand,11
P02_112_216,46103,pick up bowl,bowl,7
P02_112_217,46193,place bowl in sink,bowl,7
P02_112_218,46336,pick up pan,pan,5
P02_112_219,46420,put down pan,pan,5
P02_112_22,2819,close drawer,drawer,8
P02_112_220,46561,pick up meat from pan,meat,28
P02_112_220,46561,pick up meat from pan,pan,5
