narration_id,stop_frame,narration,all_nouns,all_noun_classes
P02_129_1,P02_129_280.jpg,put down lid,lid,6
P02_129_103,P02_129_11155.jpg,pour water from kettle into pan,pan,5
P02_129_106,P02_129_11736.jpg,pick up lid,lid,6
P02_129_107,P02_129_11795.jpg,cover pan using lid,pan,5
P02_129_107,P02_129_11795.jpg,cover pan using lid,lid,6
P02_129_109,P02_129_12062.jpg,open cupboard,cupboard,3
P02_129_110,P02_129_12156.jpg,put spaghetti bag in cupboard,cupboard,3
P02_129_112,P02_129_12315.jpg,put olive oil in cupboard,cupboard,3
P02_129_114,P02_129_12465.jpg,put vegetable oil bottle in cupboard,cupboard,3
P02_129_116,P02_129_12726.jpg,put spice jar in cupboard,cupboard,3
P02_129_118,P02_129_12974.jpg,put spice jar in cupboard,cupboard,3
P02_129_12,P02_129_1170.jpg,pick up pan from drainer,pan,5
P02_129_120,P02_129_13288.jpg,put flour bag in cupboard,cupboard,3
P02_129_121,P02_129_13487.jpg,close cupboard,cupboard,3
P02_129_122,P02_129_13664.jpg,lift lid,lid,6
P02_129_123,P02_129_13738.jpg,cover lid,lid,6
P02_129_124,P02_129_13963.jpg,pick up plates from drainer,plate,2
P02_129_125,P02_129_14091.jpg,open cupboard,cupboard,3
P02_129_126,P02_129_14164.jpg,put plates in cupboard,plate,2
P02_129_126,P02_129_14164.jpg,put plates in cupboard,cupboard,3
P02_129_128,P02_129_14470.jpg,open fridge,fridge,12
P02_129_129,P02_129_14537.jpg,put tomato box in fridge,fridge,12
P02_129_13,P02_129_1306.jpg,put pan on hob,pan,5
P02_129_130,P02_129_14595.jpg,close fridge,fridge,12
P02_129_135,P02_129_15022.jpg,adjust lid,lid,6
P02_129_136,P02_129_15093.jpg,pick up pan,pan,5
P02_129_137,P02_129_15148.jpg,open cupboard,cupboard,3
P02_129_138,P02_129_15319.jpg,put pan in cupboard,pan,5
P02_129_138,P02_129_15319.jpg,put pan in cupboard,cupboard,3
P02_129_139,P02_129_15501.jpg,close cupboard,cupboard,3
P02_129_14,P02_129_1391.jpg,move pan,pan,5
P02_129_140,P02_129_15751.jpg,open fridge,fridge,12
P02_129_142,P02_129_15872.jpg,close fridge,fridge,12
P02_129_145,P02_129_16105.jpg,open drawer,drawer,8
P02_129_146,P02_129_16157.jpg,pick up spoon,spoon,1
P02_129_149,P02_129_16516.jpg,put down lid,lid,6
P02_129_15,P02_129_1473.jpg,open cupboard,cupboard,3
P02_129_154,P02_129_16997.jpg,put down spoon,spoon,1
P02_129_156,P02_129_17115.jpg,put down lid,lid,6
P02_129_157,P02_129_17144.jpg,pick up spoon,spoon,1
P02_129_158,P02_129_17196.jpg,scoop pesto sauce from jar using spoon,spoon,1
P02_129_159,P02_129_17283.jpg,pour pesto sauce from spoon into pan,spoon,1
P02_129_159,P02_129_17283.jpg,pour pesto sauce from spoon into pan,pan,5
P02_129_160,P02_129_17564.jpg,stir sauce in pan,pan,5
P02_129_161,P02_129_17816.jpg,put down spoon,spoon,1
P02_129_162,P02_129_17861.jpg,pick up lid,lid,6
P02_129_164,P02_129_18111.jpg,open fridge,fridge,12
P02_129_165,P02_129_18130.jpg,put pesto sauce jar in fridge,fridge,12
P02_129_166,P02_129_18253.jpg,close fridge,fridge,12
P02_129_167,P02_129_18403.jpg,open tap,tap,0
P02_129_168,P02_129_18465.jpg,rinse hand,hand,11
P02_129_169,P02_129_18540.jpg,close tap,tap,0
P02_129_17,P02_129_1637.jpg,close cupboard,cupboard,3
P02_129_170,P02_129_18580.jpg,dry hands using towel,hand,11
P02_129_171,P02_129_18648.jpg,pick up spoon,spoon,1
P02_129_172,P02_129_18956.jpg,stir sauce in pan,pan,5
P02_129_173,P02_129_19229.jpg,put down spoon,spoon,1
P02_129_176,P02_129_19486.jpg,open cupboard,cupboard,3
P02_129_177,P02_129_19611.jpg,put cake mould in cupboard,cupboard,3
P02_129_178,P02_129_19738.jpg,close cupboard,cupboard,3
P02_129_179,P02_129_19873.jpg,pick up glasses from drainer,glass,10
P02_129_180,P02_129_19952.jpg,open cupboard,cupboard,3
P02_129_181,P02_129_20000.jpg,put glasses in cupboard,glass,10
P02_129_181,P02_129_20000.jpg,put glasses in cupboard,cupboard,3
P02_129_182,P02_129_20080.jpg,pick up glass from drainer,glass,10
P02_129_183,P02_129_20135.jpg,put glass in cupboard,glass,10
P02_129_183,P02_129_20135.jpg,put glass in cupboard,cupboard,3
P02_129_193,P02_129_21306.jpg,open cupboard,cupboard,3
P02_129_194,P02_129_21370.jpg,put mug in cupboard,cupboard,3
P02_129_195,P02_129_21411.jpg,close cupboard,cupboard,3
P02_129_196,P02_129_21492.jpg,pick up plates from drainer,plate,2
P02_129_197,P02_129_21610.jpg,put plate in cupboard,plate,2
P02_129_197,P02_129_21610.jpg,put plate in cupboard,cupboard,3
P02_129_198,P02_129_21686.jpg,put plate in cupboard,plate,2
P02_129_198,P02_129_21686.jpg,put plate in cupboard,cupboard,3
P02_129_199,P02_129_21825.jpg,pick up spoon,spoon,1
P02_129_2,P02_129_316.jpg,pick up pan,pan,5
P02_129_200,P02_129_22069.jpg,stir sauce in pan,pan,5
P02_129_201,P02_129_22323.jpg,put down spoon,spoon,1
P02_129_203,P02_129_22576.jpg,open drawer,drawer,8
P02_129_204,P02_129_22639.jpg,put spoon in drawer,spoon,1
P02_129_204,P02_129_22639.jpg,put spoon in drawer,drawer,8
P02_129_205,P02_129_22677.jpg,put knife in drawer,knife,4
P02_129_205,P02_129_22677.jpg,put knife in drawer,drawer,8
P02_129_206,P02_129_22723.jpg,close drawer,drawer,8
P02_129_21,P02_129_2015.jpg,put spaghetti into pan,pan,5
P02_129_210,P02_129_23235.jpg,pick up sponge,sponge,9
P02_129_211,P02_129_23278.jpg,open tap,tap,0
P02_129_212,P02_129_23323.jpg,rinse sponge,sponge,9
P02_129_213,P02_129_23341.jpg,close tap,tap,0
P02_129_214,P02_129_23382.jpg,squeeze sponge,sponge,9
P02_129_216,P02_129_23445.jpg,pour washing liquid from bottle onto sponge,sponge,9
P02_129_218,P02_129_23542.jpg,pick up spoon from sink,spoon,1
P02_129_219,P02_129_23624.jpg,sponge spoon,spoon,1
P02_129_220,P02_129_23699.jpg,put down sponge,sponge,9
P02_129_221,P02_129_23739.jpg,open tap,tap,0
P02_129_222,P02_129_23838.jpg,rinse spoon,spoon,1
P02_129_223,P02_129_23915.jpg,close tap,tap,0
P02_129_224,P02_129_23966.jpg,put down spoon,spoon,1
P02_129_225,P02_129_23990.jpg,pick up plate from sink,plate,2
P02_129_226,P02_129_24016.jpg,pick up sponge,sponge,9
P02_129_227,P02_129_24110.jpg,sponge plate,plate,2
P02_129_228,P02_129_24214.jpg,put down sponge,sponge,9
P02_129_229,P02_129_24237.jpg,open tap,tap,0
