narration_id,stop_frame,narration,all_nouns,all_noun_classes
P02_108_103,11098,pick up glass,glass,10
P02_108_104,11211,put down glass,glass,10
P02_108_108,11734,pick up glass,glass,10
P02_108_109,11843,put down glass next to sink,glass,10
P02_108_110,11931,open cupboard,cupboard,3
P02_108_111,12004,pick up glass,glass,10
P02_108_112,12062,close cupboard,cupboard,3
P02_108_113,12135,put down glass,glass,10
P02_108_114,12241,rub hands,hand,11
P02_108_116,12457,lock bowl into food processor,bowl,7
P02_108_117,12619,lock lid into processor,lid,6
P02_108_121,13194,close drawer,drawer,8
P02_108_125,15425,pour hot water from kettle into glass,glass,10
P02_108_126,15619,pick up glass,glass,10
P02_108_127,15733,pour more hot water into glass,glass,10
P02_108_130,16263,pour cold water into glass,glass,10
P02_108_132,16556,put down glass,glass,10
P02_108_134,16703,pick up glass,glass,10
P02_108_135,16916,pour some water from glass into sink,glass,10
P02_108_138,17297,pour cold water into glass,glass,10
P02_108_14,1804,open cupboard,cupboard,3
P02_108_140,17573,put down glass,glass,10
P02_108_142,17828,pick up glass,glass,10
P02_108_143,18016,pour warm water from glass into sink,glass,10
P02_108_144,18334,put down glass,glass,10
P02_108_146,18590,pour cold water into glass from filter,glass,10
P02_108_149,18941,open drawer,drawer,8
P02_108_150,19047,pick up spoon,spoon,1
P02_108_151,19093,close drawer,drawer,8
P02_108_155,19701,pour oil from bottle into spoon,spoon,1
P02_108_156,19785,pour oil from spoon into bowl,spoon,1
P02_108_156,19785,pour oil from spoon into bowl,bowl,7
P02_108_157,20044,pour oil from bottle into spoon,spoon,1
P02_108_158,20084,pour oil from spoon into bowl,spoon,1
P02_108_158,20084,pour oil from spoon into bowl,bowl,7
P02_108_161,20328,pour water from glass into bowl,glass,10
P02_108_161,20328,pour water from glass into bowl,bowl,7
P02_108_162,20490,put down glass,glass,10
P02_108_163,21358,mix mixture in bowl using spoon,bowl,7
P02_108_163,21358,mix mixture in bowl using spoon,spoon,1
P02_108_166,22782,mix mixture in bowl using spoon,bowl,7
P02_108_166,22782,mix mixture in bowl using spoon,spoon,1
P02_108_167,23231,clear spoon from any mixture,spoon,1
P02_108_168,23349,put down spoon,spoon,1
P02_108_169,23504,mix mixture using hand in bowl,hand,11
P02_108_169,23504,mix mixture using hand in bowl,bowl,7
P02_108_171,23827,pick some flour from bag using hand,hand,11
P02_108_172,23982,pour flour from hand into bowl,hand,11
P02_108_172,23982,pour flour from hand into bowl,bowl,7
P02_108_173,24277,mix dough using hand,dough,25
P02_108_173,24277,mix dough using hand,hand,11
P02_108_174,24600,pick up flour from bag using hand,hand,11
P02_108_175,24730,add flour from hand into bowl,hand,11
P02_108_175,24730,add flour from hand into bowl,bowl,7
P02_108_176,25772,mix dough,dough,25
P02_108_179,27245,mix dough,dough,25
P02_108_18,2243,put biscuit in cupboard,cupboard,3
P02_108_180,27305,remove dough from bowl,dough,25
P02_108_180,27305,remove dough from bowl,bowl,7
P02_108_182,27543,pour oil from bottle into bowl,bowl,7
P02_108_184,28350,shape dough using both hands,dough,25
P02_108_184,28350,shape dough using both hands,hand,11
P02_108_185,29399,put ball of dough inside bowl,bowl,7
P02_108_186,29595,pick up dough using both hands,dough,25
P02_108_186,29595,pick up dough using both hands,hand,11
P02_108_187,30287,shape dough again using both hands,dough,25
P02_108_187,30287,shape dough again using both hands,hand,11
P02_108_188,31381,put ball of dough into bowl,bowl,7
P02_108_189,32340,open tap,tap,0
P02_108_190,32517,clean hands,hand,11
P02_108_191,33349,close tap,tap,0
P02_108_192,33492,dry hands using towel,hand,11
P02_108_193,33745,open drawer,drawer,8
P02_108_194,33802,close drawer,drawer,8
P02_108_195,33860,open drawer,drawer,8
P02_108_199,34071,cover dough using towel,dough,25
P02_108_20,2432,put biscuits in cupboard,cupboard,3
P02_108_201,34209,cover bowl using towel,bowl,7
P02_108_203,34516,put down bowl,bowl,7
P02_108_206,34842,pick up spoon and knife,spoon,1
P02_108_206,34842,pick up spoon and knife,knife,4
P02_108_208,35060,"put down spoon, knife and salt",spoon,1
P02_108_208,35060,"put down spoon, knife and salt",knife,4
P02_108_217,36178,open cupboard,cupboard,3
