narration_id,stop_frame,narration,all_nouns,all_noun_classes
P04_121_102,18486,turn off tap,tap,0
P04_121_109,19254,lift lid off rice cooker,lid,6
P04_121_11,1734,pick up knife,knife,4
P04_121_12,1797,unsheathe knife,knife,4
P04_121_127,20312,pick up spoons,spoon,1
P04_121_128,20378,pick up spoon,spoon,1
P04_121_13,2020,cut cheese with knife,knife,4
P04_121_130,20512,put spoons in dishwasher,spoon,1
P04_121_132,20723,open drawer,drawer,8
P04_121_133,20757,close drawer,drawer,8
P04_121_134,20804,open drawer,drawer,8
P04_121_135,20854,pick up spoon,spoon,1
P04_121_136,20884,close drawer,drawer,8
P04_121_14,2401,slice cheese with knife,knife,4
P04_121_146,21794,move glass,glass,10
P04_121_15,2663,push spatula off pan,spatula,20
P04_121_15,2663,push spatula off pan,pan,5
P04_121_16,2707,slice cheese with knife,knife,4
P04_121_163,23097,screw lid on water bottle,lid,6
P04_121_168,23364,turn on tap,tap,0
P04_121_17,6208,slice cheese lengthways with knife,knife,4
P04_121_172,23602,pick up sponge,sponge,9
P04_121_173,23660,rinse out sponge under water,sponge,9
P04_121_175,23725,wash mug with sponge,sponge,9
P04_121_176,23793,wipe sink with sponge,sponge,9
P04_121_177,23832,rinse sponge under water,sponge,9
P04_121_178,24023,wash mug with sponge,sponge,9
P04_121_179,24186,drop sponge into sink,sponge,9
P04_121_18,6416,pick up spatula,spatula,20
P04_121_180,24368,rinse mug under tap,tap,0
P04_121_181,24581,turn off tap,tap,0
P04_121_185,25261,pick up spatula,spatula,20
P04_121_186,25457,stir cheese curds in pan with spatula,pan,5
P04_121_186,25457,stir cheese curds in pan with spatula,spatula,20
P04_121_187,25603,put down spatula,spatula,20
P04_121_19,7029,cut cheese with spatula,spatula,20
P04_121_191,26190,open cupboard,cupboard,3
P04_121_192,26299,open cupboard,cupboard,3
P04_121_193,26376,close cupboard,cupboard,3
P04_121_194,26645,open fridge,fridge,12
P04_121_195,26850,close fridge,fridge,12
P04_121_199,27110,pick up bowl,bowl,7
P04_121_2,378,pick up spatula,spatula,20
P04_121_20,7783,scoop cheese curds with spatula,spatula,20
P04_121_203,27304,put bowl in sink,bowl,7
P04_121_204,27456,pull dough away from bowl,dough,25
P04_121_204,27456,pull dough away from bowl,bowl,7
P04_121_205,27577,squeeze dough into ball,dough,25
P04_121_209,27706,turn on tap,tap,0
P04_121_21,7878,hold cheese curds with knife,knife,4
P04_121_211,27814,squirt washing up liquid into bowl,bowl,7
P04_121_216,28258,pick up spatula,spatula,20
P04_121_217,28972,stir cheese curds in pan with spatula,pan,5
P04_121_217,28972,stir cheese curds in pan with spatula,spatula,20
P04_121_218,29689,put down spatula,spatula,20
P04_121_220,29844,turn off tap,tap,0
P04_121_221,29886,pick up bowl,bowl,7
P04_121_222,29914,tip water out of bowl,bowl,7
P04_121_223,30163,turn on tap,tap,0
P04_121_224,30257,put down bowl,bowl,7
P04_121_225,30260,pick up sponge,sponge,9
P04_121_226,30338,put down sponge,sponge,9
P04_121_228,30450,turn off tap,tap,0
P04_121_229,30511,turn on tap,tap,0
P04_121_23,8045,wipe spatula on side of pan,spatula,20
P04_121_230,30610,tip water out of bowl,bowl,7
P04_121_231,30732,scour bowl,bowl,7
P04_121_232,30792,rinse scourer under tap,tap,0
P04_121_233,30885,scour bowl,bowl,7
P04_121_234,30986,move bowl to under tap,bowl,7
P04_121_234,30986,move bowl to under tap,tap,0
P04_121_235,31546,move bowl away from tap,bowl,7
P04_121_235,31546,move bowl away from tap,tap,0
P04_121_236,32336,move bowl under tap,bowl,7
P04_121_236,32336,move bowl under tap,tap,0
P04_121_238,32602,scour bowl,bowl,7
P04_121_239,32911,turn off tap,tap,0
P04_121_24,8104,put down spatula,spatula,20
P04_121_240,32951,turn on tap,tap,0
P04_121_241,33001,turn on tap,tap,0
P04_121_242,33053,empty water out of bowl,bowl,7
P04_121_243,33611,scour bowl,bowl,7
P04_121_244,34180,tip water out of bowl,bowl,7
P04_121_245,34238,put down bowl,bowl,7
P04_121_246,34450,scour bowl,bowl,7
P04_121_247,34511,adjust tap,tap,0
P04_121_248,34572,move bowl under tap,bowl,7
P04_121_248,34572,move bowl under tap,tap,0
P04_121_250,34670,shake hands,hand,11
P04_121_251,34734,dry hands on tea towel,hand,11
P04_121_253,34877,read temperature of liquid in pan,pan,5
P04_121_254,34938,pick up spatula,spatula,20
P04_121_255,35034,stir cheese curds in pan using spatula,pan,5
P04_121_255,35034,stir cheese curds in pan using spatula,spatula,20
P04_121_256,35381,stir cheese curds in pan using spatula,pan,5
P04_121_256,35381,stir cheese curds in pan using spatula,spatula,20
P04_121_261,36404,put down spatula,spatula,20
P04_121_264,36597,move pan slightly,pan,5
P04_121_265,36718,take out water from bowl,bowl,7
P04_121_267,36762,scour bowl,bowl,7
P04_121_268,36929,tip water out of bowl,bowl,7
P04_121_269,36990,put down bowl,bowl,7
P04_121_27,8409,wipe knife on side of pan,knife,4
P04_121_270,37312,scour bowl,bowl,7
P04_121_271,37599,move bowl under tap,bowl,7
P04_121_271,37599,move bowl under tap,tap,0
P04_121_272,37822,move bowl away from tap,bowl,7
P04_121_272,37822,move bowl away from tap,tap,0
P04_121_273,38056,move bowl under tap,bowl,7
P04_121_273,38056,move bowl under tap,tap,0
P04_121_275,38072,pick up sponge,sponge,9
P04_121_276,38227,wash bowl with sponge,bowl,7
P04_121_276,38227,wash bowl with sponge,sponge,9
P04_121_277,38329,move bowl under water,bowl,7
P04_121_278,38460,wipe away dough with sponge,dough,25
P04_121_278,38460,wipe away dough with sponge,sponge,9
P04_121_279,38429,move bowl away from water,bowl,7
P04_121_28,8628,wipe knife with tea towel,knife,4
