narration_id,stop_frame,narration,all_nouns,all_noun_classes
P04_113_100,9805,put spoon in drawer,spoon,1
P04_113_100,9805,put spoon in drawer,drawer,8
P04_113_101,9896,put spoon in drawer,spoon,1
P04_113_101,9896,put spoon in drawer,drawer,8
P04_113_102,9956,put spoon in drawer,spoon,1
P04_113_102,9956,put spoon in drawer,drawer,8
P04_113_103,10038,put spoon in drawer,spoon,1
P04_113_103,10038,put spoon in drawer,drawer,8
P04_113_104,10092,put knife in drawer,knife,4
P04_113_104,10092,put knife in drawer,drawer,8
P04_113_105,10184,take spoon out of cutlery tray,spoon,1
P04_113_106,10254,put spoon in drawer,spoon,1
P04_113_106,10254,put spoon in drawer,drawer,8
P04_113_107,10282,put teaspoon in drawer,drawer,8
P04_113_108,10376,put knife in drawer,knife,4
P04_113_108,10376,put knife in drawer,drawer,8
P04_113_109,10489,put knife in knife rack,knife,4
P04_113_110,10622,put fork in drawer,fork,14
P04_113_110,10622,put fork in drawer,drawer,8
P04_113_111,10746,put spoon in drawer,spoon,1
P04_113_111,10746,put spoon in drawer,drawer,8
P04_113_112,10849,put teaspoon in drawer,drawer,8
P04_113_113,10949,put teaspoon in drawer,drawer,8
P04_113_114,11084,put teaspoons in drawer,drawer,8
P04_113_118,11480,put measuring spoon in drawer,drawer,8
P04_113_120,11651,put garlic press inside in drawer,drawer,8
P04_113_122,11710,close drawer,drawer,8
P04_113_123,11738,open drawer,drawer,8
P04_113_124,11795,put knife in drawer,knife,4
P04_113_124,11795,put knife in drawer,drawer,8
P04_113_125,11852,put knife in drawer,knife,4
P04_113_125,11852,put knife in drawer,drawer,8
P04_113_127,11932,put garlic press in drawer,drawer,8
P04_113_128,11991,put fork in drawer,fork,14
P04_113_128,11991,put fork in drawer,drawer,8
P04_113_129,12053,put teaspoon in drawer,drawer,8
P04_113_130,12198,close drawer,drawer,8
P04_113_132,12418,pick up fork,fork,14
P04_113_133,12492,put fork in dishwasher,fork,14
P04_113_135,12690,take spoons from ramekin,spoon,1
P04_113_136,12784,put spoons in cutlery tray,spoon,1
P04_113_139,12987,pick up plate,plate,2
P04_113_141,13178,put plate in dishwasher,plate,2
P04_113_142,13312,pick up plates,plate,2
P04_113_143,13475,put plate in dishwasher,plate,2
P04_113_144,13559,pick up spoon,spoon,1
P04_113_145,13596,put spoon in cutlery tray,spoon,1
P04_113_146,13657,put plate in dishwasher,plate,2
P04_113_147,13815,pick up knife and fork,knife,4
P04_113_147,13815,pick up knife and fork,fork,14
P04_113_148,13889,put knife and fork in cutlery tray,knife,4
P04_113_148,13889,put knife and fork in cutlery tray,fork,14
P04_113_151,14130,pick up fork,fork,14
P04_113_153,14172,put fork in cutlery tray,fork,14
P04_113_154,14226,pick up plate,plate,2
P04_113_155,14404,put plate in dishwasher,plate,2
P04_113_156,14706,put plate in dishwasher,plate,2
P04_113_157,14555,pick up plate,plate,2
P04_113_159,14671,put plate in dishwasher,plate,2
P04_113_16,2541,pick up spatula,spatula,20
P04_113_162,14914,put lid in frying pan,lid,6
P04_113_163,15013,pick up pan,pan,5
P04_113_17,2639,open drawer,drawer,8
P04_113_173,15917,turn on tap,tap,0
P04_113_175,16132,turn off tap,tap,0
P04_113_18,2717,close drawer,drawer,8
P04_113_184,17119,put lid on rice cooker,lid,6
P04_113_19,2758,open drawer,drawer,8
P04_113_20,2801,put spatula in drawer,spatula,20
P04_113_20,2801,put spatula in drawer,drawer,8
P04_113_21,2855,close drawer,drawer,8
P04_113_213,19856,pick up spoon and fork,spoon,1
P04_113_213,19856,pick up spoon and fork,fork,14
P04_113_214,19900,pick up fork,fork,14
P04_113_215,19962,pick up spoon,spoon,1
P04_113_217,20316,pick up spoons,spoon,1
P04_113_218,20369,empty water from spoons,spoon,1
P04_113_22,2855,pick up knife,knife,4
P04_113_224,20847,take spoon out of jar,spoon,1
P04_113_225,21013,put spoon in cutlery tray,spoon,1
P04_113_23,2919,put knife in knife rack,knife,4
P04_113_236,21682,turn on tap,tap,0
P04_113_25,3090,pick up tupperware pot and lid,lid,6
P04_113_250,23365,turn off tap,tap,0
P04_113_251,23416,turn on tap,tap,0
P04_113_254,23624,turn off tap,tap,0
P04_113_257,23757,wipe hands with tea towel,hand,11
P04_113_26,3138,put lid on tupperware,lid,6
P04_113_265,24615,pick up spatula,spatula,20
P04_113_267,24653,put spatula in dishwasher drawer,spatula,20
P04_113_275,25283,pick up bowl,bowl,7
P04_113_277,25603,scrape flour out of bowl and into food bin,bowl,7
P04_113_279,25873,turn on tap,tap,0
P04_113_280,25919,put bowl in sink,bowl,7
P04_113_281,25918,fill bowl with water,bowl,7
P04_113_283,25995,squirt washing up liquid into bowl,bowl,7
P04_113_286,26388,open cupboard,cupboard,3
P04_113_287,26429,put soya sauce in cupboard,cupboard,3
P04_113_289,26563,put sesame oil in cupboard,cupboard,3
P04_113_290,26617,close cupboard,cupboard,3
P04_113_293,26893,open fridge,fridge,12
P04_113_294,26998,put coriander in fridge,fridge,12
